GeneSymbol,Description,NormalizedCounts m01 ,NormalizedCounts m02,NormalizedCounts m03,NormalizedCounts m04,NormalizedCounts m05,NormalizedCounts m06,NormalizedCounts m07,NormalizedCounts m08,NormalizedCounts m09,NormalizedCounts m10,NormalizedCounts v01,NormalizedCounts v02,NormalizedCounts v03,NormalizedCounts v04,NormalizedCounts v05,NormalizedCounts v06,NormalizedCounts v07,NormalizedCounts v08,NormalizedCounts v09,NormalizedCounts v10
FBXW11,F-box and WD repeat domain containing 11,849.82,890.77,863.32,872.53,865.93,783.64,761.87,909.72,797.76,869.31,846.58,837.77,820.70,811.26,872.29,839.52,824.35,872.57,820.90,872.18
FBXW12,F-box and WD repeat domain containing 12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FBXW2,F-box and WD repeat domain containing 2,1578.81,1302.88,1624.01,1489.66,1469.72,1456.61,1561.35,1465.59,1525.88,1368.22,1578.85,1416.17,1502.10,1183.09,1282.51,1542.21,1641.12,1502.45,1433.61,1723.55
FBXW4,F-box and WD repeat domain containing 4,648.42,684.71,641.86,656.59,682.57,659.02,568.13,687.83,624.70,574.50,592.17,695.98,741.49,859.40,613.94,689.93,514.74,683.61,654.34,632.89
FBXW5,F-box and WD repeat domain containing 5,1300.77,1386.59,1019.96,1331.81,1547.07,1717.83,1431.37,1246.04,1348.60,1282.91,1162.86,1283.89,823.43,1491.41,1649.20,1258.12,1185.37,1219.00,1343.19,853.11
FBXW7,F-box and WD repeat domain containing 7,1191.72,1442.40,1248.61,1196.99,1292.09,1305.07,1085.58,1263.56,1253.63,1230.00,1316.71,1493.98,1233.09,1287.57,1287.14,1294.06,1120.42,1223.63,1271.81,1205.10
FBXW8,F-box and WD repeat domain containing 8,341.89,218.94,291.67,265.27,239.22,263.21,216.63,237.06,252.20,198.70,314.57,223.06,282.67,257.10,255.58,234.23,194.86,260.29,228.43,241.02
FBXW9,F-box and WD repeat domain containing 9,28.49,44.00,33.31,37.27,45.84,44.86,53.13,46.71,62.26,49.67,27.50,33.72,31.41,51.22,24.08,31.31,44.93,37.98,36.88,36.41
FCAMR,Fc fragment of IgA and IgM receptor,0.00,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,2.73,2.05,0.00,1.16,0.00,0.00,0.00,0.00
FCAR,Fc fragment of IgA receptor,1.96,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,1.16,0.54,0.00,0.00,0.00
FCER1A,Fc fragment of IgE receptor Ia,0.00,0.00,0.00,3.29,3.58,0.00,0.00,1.17,1.06,0.00,0.00,0.00,0.00,0.00,4.63,5.80,0.00,0.00,3.57,1.73
FCER1G,Fc fragment of IgE receptor Ig,14.74,19.32,4.50,23.02,13.61,13.96,28.61,7.01,23.22,11.88,11.17,22.48,4.10,22.54,7.41,10.44,29.77,6.48,16.66,20.81
FCER2,Fc fragment of IgE receptor II,3.93,2.15,2.70,7.67,13.61,7.98,16.35,5.84,13.72,22.68,0.86,5.19,2.73,4.10,9.26,6.96,14.07,10.19,15.47,6.94
FCF1,"FCF1, rRNA-processing protein",234.81,268.30,291.67,270.75,282.91,298.10,288.56,252.24,290.19,308.85,294.80,271.48,334.56,266.32,308.36,309.60,296.07,275.11,341.45,263.56
FCGR1A,Fc fragment of IgG receptor Ia,0.00,4.29,0.90,0.00,0.00,1.99,0.00,0.00,0.00,0.00,2.58,9.51,2.73,1.02,0.00,0.00,0.54,0.00,0.00,1.73
FCGR2A,Fc fragment of IgG receptor IIa,1.96,1.07,0.00,0.00,0.00,0.00,0.82,2.34,1.06,1.08,0.00,0.86,0.00,0.00,2.78,1.16,1.08,0.00,0.00,0.00
FCGR2B,Fc fragment of IgG receptor IIb,0.98,0.00,0.00,2.19,3.58,0.00,3.27,0.00,2.11,0.00,0.00,0.00,1.37,0.00,0.00,4.64,1.62,0.00,2.38,5.20
FCGR3A,Fc fragment of IgG receptor IIIa,49.12,0.00,9.00,10.96,100.99,5.98,1.63,2.34,21.10,2.16,37.82,0.00,17.75,9.22,100.01,12.76,0.00,0.93,9.52,0.00
FCGR3B,Fc fragment of IgG receptor IIIb,0.00,0.00,0.00,0.00,0.72,0.00,0.82,0.00,1.06,0.00,0.00,0.00,1.37,0.00,2.78,0.00,3.79,2.78,1.19,1.73
FCGRT,Fc fragment of IgG receptor and transporter,125.75,214.64,241.26,132.63,138.23,99.70,111.99,189.18,137.18,207.34,106.57,229.11,210.29,220.23,170.38,120.59,109.34,197.30,126.11,183.80
FCHO1,FCH domain only 1,1091.51,1129.02,933.53,859.37,1017.77,974.07,942.53,986.79,887.46,1047.49,1060.59,1033.16,887.61,1164.65,1169.54,984.46,910.41,1087.47,962.48,886.05
FCHO2,FCH domain only 2,32.42,36.49,35.11,36.17,60.88,48.85,17.17,35.03,46.43,16.20,24.92,43.23,30.04,54.29,57.41,55.66,22.73,49.09,51.16,22.54
FCHSD1,FCH and double SH3 domains 1,1366.60,1263.18,1109.08,1423.89,1191.10,1306.07,1411.75,1387.35,1208.25,1433.02,1384.61,1120.49,1163.45,1701.39,1356.59,1244.20,1310.41,1481.14,1355.09,1059.45
FCHSD2,FCH and double SH3 domains 2,641.54,701.88,725.58,837.45,570.13,595.21,434.89,653.97,603.60,630.66,620.54,634.60,842.54,779.51,629.68,667.90,484.98,772.53,665.05,960.61
FCN1,ficolin 1,0.00,0.00,0.00,0.00,2.15,0.00,0.82,0.00,1.06,0.00,0.00,0.00,0.00,3.07,1.85,0.00,0.00,0.93,2.38,1.73
FCN3,ficolin 3,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FCRL1,Fc receptor like 1,7.86,3.22,0.90,8.77,5.01,7.98,6.54,1.17,11.61,18.36,8.59,3.46,0.00,13.32,0.93,4.64,4.33,12.04,17.85,1.73
FCRL2,Fc receptor like 2,1.96,3.22,0.90,2.19,12.89,1.00,2.45,15.18,15.83,7.56,4.30,0.00,0.00,4.10,8.33,6.96,3.79,3.71,9.52,6.94
FCRL3,Fc receptor like 3,68.77,228.59,115.23,204.98,103.14,85.74,240.33,116.78,127.68,107.99,66.18,236.89,86.03,166.96,117.60,111.32,298.24,113.01,103.51,136.98
FCRL4,Fc receptor like 4,1.96,0.00,0.00,0.00,1.43,0.00,0.82,0.00,3.17,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FCRL5,Fc receptor like 5,0.98,0.00,1.80,3.29,12.89,8.97,7.36,9.34,31.66,27.00,4.30,0.86,1.37,6.15,12.96,11.60,8.12,15.75,20.23,5.20
FCRL6,Fc receptor like 6,47.16,31.12,60.32,59.19,175.48,128.61,4.09,38.54,51.71,6.48,55.87,42.36,34.14,67.61,211.13,117.11,7.58,49.09,61.87,8.67
FCRLA,Fc receptor like A,3.93,0.00,0.00,0.00,5.73,4.98,4.90,0.00,1.06,6.48,0.00,0.86,0.00,4.10,2.78,1.16,2.17,3.71,14.28,3.47
FCRLB,Fc receptor like B,4.91,8.59,16.20,17.54,9.31,14.95,4.90,14.01,13.72,6.48,7.74,11.24,12.29,16.39,18.52,11.60,4.87,14.82,5.95,3.47
FDFT1,farnesyl-diphosphate farnesyltransferase 1,1486.46,1784.76,1712.23,1474.31,1512.69,1361.90,1718.30,1218.01,1575.48,1739.70,1384.61,1804.36,1735.61,1617.40,1525.12,1379.87,1516.63,1206.96,1452.64,1380.23
FDPS,farnesyl diphosphate synthase,677.89,744.81,589.65,605.07,674.70,750.74,1049.62,754.40,811.48,942.75,633.43,654.48,525.74,637.13,608.38,651.67,843.83,551.15,668.62,456.03
FDX1,ferredoxin 1,226.95,202.84,248.46,228.00,225.61,275.17,280.39,302.46,253.26,279.69,235.49,238.62,253.99,219.20,246.32,226.11,251.69,263.99,266.50,213.28
FDX1L,NA,41.26,66.54,46.81,55.90,53.00,45.86,62.13,63.06,49.60,58.31,51.57,49.28,51.89,69.65,59.26,38.27,53.59,37.05,59.49,48.55
FDXACB1,ferredoxin-fold anticodon binding domain containing 1,106.11,128.79,144.04,123.86,113.17,99.70,85.02,94.59,86.53,115.55,110.01,161.67,106.51,98.33,101.86,107.84,103.38,113.93,57.11,90.17
FDXR,ferredoxin reductase,73.68,70.83,59.41,96.46,108.15,111.66,124.25,89.92,132.96,77.75,73.05,112.39,51.89,90.14,97.23,111.32,103.92,100.97,105.88,88.43
FECH,ferrochelatase,183.72,166.35,144.94,146.88,164.73,185.44,241.15,203.20,184.67,196.54,187.36,132.28,158.40,148.53,202.79,163.50,206.22,184.33,216.53,159.52
FEM1A,fem-1 homolog A,750.60,751.25,729.18,583.15,706.21,753.73,715.28,742.72,646.86,782.92,682.42,842.09,600.84,862.48,803.77,642.39,641.40,797.54,819.71,639.83
FEM1B,fem-1 homolog B,1045.33,1118.29,1119.88,1271.52,1065.05,1059.81,1011.20,1110.58,1155.49,1119.85,1222.17,1132.59,1125.21,1008.95,1172.31,1125.93,1034.90,1098.59,1117.14,1078.52
FEM1C,fem-1 homolog C,325.19,286.55,402.40,343.09,288.64,295.11,295.92,270.93,307.08,194.38,305.97,355.34,393.28,215.11,281.50,364.10,294.45,245.47,321.22,331.19
FEN1,flap structure-specific endonuclease 1,160.14,191.03,164.74,188.54,296.52,271.18,412.00,202.03,301.80,419.00,150.41,213.55,114.71,213.06,226.87,205.24,274.96,151.91,273.63,182.07
FER,FER tyrosine kinase,366.46,281.18,442.01,327.75,267.16,253.24,197.01,246.41,310.24,254.85,361.84,312.98,585.82,264.27,287.99,364.10,270.63,360.33,296.24,537.53
FER1L6,fer-1 like family member 6,0.00,0.00,0.00,3.29,0.00,1.00,0.00,1.17,0.00,1.08,0.00,0.00,0.00,2.05,1.85,1.16,0.54,0.93,2.38,0.00
FERMT1,fermitin family member 1,0.00,0.00,0.00,0.00,0.00,0.00,2.45,1.17,2.11,0.00,0.00,0.86,1.37,1.02,0.00,0.00,2.71,1.85,0.00,1.73
FERMT2,fermitin family member 2,6.88,11.81,13.50,2.19,5.01,16.95,5.72,14.01,3.17,2.16,2.58,14.70,6.83,8.19,7.41,17.39,8.12,14.82,1.19,5.20
FERMT3,fermitin family member 3,1610.25,1561.53,1260.32,1386.62,1784.86,1997.98,2495.70,1780.89,1879.39,1992.40,1399.22,1437.78,1014.60,1615.35,1663.09,1548.01,1832.73,1500.60,1786.95,1284.86
FES,"FES proto-oncogene, tyrosine kinase",27.51,48.29,6.30,8.77,20.77,21.93,65.40,17.52,6.33,30.24,38.68,83.86,8.19,11.27,8.33,25.51,28.15,15.75,8.33,32.95
FEZ1,fasciculation and elongation protein zeta 1,2.95,5.37,7.20,3.29,2.86,7.98,2.45,1.17,7.39,2.16,0.86,1.73,5.46,1.02,13.89,2.32,1.62,3.71,1.19,0.00
FEZ2,fasciculation and elongation protein zeta 2,116.91,133.08,119.73,135.92,194.10,161.51,186.38,140.14,167.78,133.91,122.90,146.98,139.29,112.68,154.64,168.14,176.99,142.65,161.80,133.51
FFAR1,free fatty acid receptor 1,0.00,2.15,0.00,0.00,0.00,0.00,0.82,0.00,0.00,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FFAR2,free fatty acid receptor 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FFAR3,free fatty acid receptor 3,0.98,6.44,0.90,15.35,2.86,1.00,0.00,4.67,0.00,14.04,12.89,6.05,1.37,10.24,1.85,5.80,2.17,10.19,2.38,1.73
FGD1,"FYVE, RhoGEF and PH domain containing 1",72.70,71.91,73.82,57.00,62.31,72.78,52.32,93.42,62.26,65.87,53.29,64.84,62.82,81.95,80.56,41.74,52.50,55.58,69.00,97.10
FGD2,"FYVE, RhoGEF and PH domain containing 2",9.82,3.22,0.90,10.96,5.73,8.97,18.80,10.51,26.38,27.00,8.59,12.10,8.19,5.12,12.04,6.96,12.99,9.26,11.90,5.20
FGD3,"FYVE, RhoGEF and PH domain containing 3",3586.95,3728.35,3878.17,3191.96,3632.04,3674.93,3045.03,3599.16,3206.88,3537.72,3397.48,3417.65,3824.90,3909.83,3726.22,3427.64,2931.50,3779.28,3403.78,4300.21
FGD4,"FYVE, RhoGEF and PH domain containing 4",2.95,4.29,1.80,4.38,6.45,4.98,2.45,7.01,14.77,3.24,12.03,3.46,5.46,11.27,4.63,6.96,2.17,12.04,8.33,0.00
FGD5,"FYVE, RhoGEF and PH domain containing 5",2.95,6.44,0.90,7.67,7.16,7.98,12.26,5.84,2.11,4.32,3.44,9.51,4.10,12.29,2.78,6.96,5.95,9.26,4.76,8.67
FGD6,"FYVE, RhoGEF and PH domain containing 6",26.53,10.73,19.80,15.35,22.20,21.93,19.62,26.86,5.28,20.52,18.91,8.65,21.85,15.36,10.19,15.07,21.65,18.53,10.71,38.15
FGF11,fibroblast growth factor 11,24.56,39.71,40.51,17.54,30.08,41.87,26.98,35.03,18.99,28.08,41.25,33.72,36.87,22.54,32.41,32.47,30.31,21.30,17.85,36.41
FGF14,fibroblast growth factor 14,4.91,0.00,0.00,4.38,2.86,1.00,0.82,0.00,3.17,2.16,0.00,0.86,0.00,0.00,0.93,0.00,0.54,0.93,5.95,0.00
FGF16,fibroblast growth factor 16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.00
FGF17,fibroblast growth factor 17,0.98,13.95,9.90,5.48,8.59,3.99,9.81,4.67,8.44,7.56,2.58,0.00,9.56,2.05,7.41,3.48,6.50,3.71,5.95,6.94
FGF18,fibroblast growth factor 18,4.91,1.07,2.70,6.58,5.01,4.98,2.45,7.01,1.06,6.48,0.86,0.86,1.37,8.19,0.00,3.48,0.54,0.93,2.38,0.00
FGF2,fibroblast growth factor 2,20.63,15.03,12.60,5.48,12.89,11.96,20.44,7.01,32.71,4.32,19.77,11.24,12.29,7.17,21.30,12.76,9.20,7.41,19.04,22.54
FGF20,fibroblast growth factor 20,0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,1.02,0.00,1.16,2.17,0.00,0.00,0.00
FGF22,fibroblast growth factor 22,0.98,5.37,2.70,0.00,5.73,2.99,0.82,3.50,0.00,7.56,0.00,0.86,0.00,6.15,0.93,5.80,0.54,5.56,0.00,0.00
FGF23,fibroblast growth factor 23,3.93,1.07,1.80,2.19,3.58,0.00,0.00,0.00,1.06,1.08,4.30,3.46,10.92,4.10,0.00,2.32,3.79,0.93,3.57,5.20
FGF5,fibroblast growth factor 5,0.00,1.07,0.00,1.10,2.86,1.99,0.00,0.00,2.11,3.24,0.86,0.86,0.00,1.02,0.00,1.16,0.00,0.93,0.00,1.73
FGF7,fibroblast growth factor 7,8.84,12.88,22.51,14.25,15.76,6.98,4.90,21.02,7.39,9.72,11.17,6.05,15.02,16.39,15.74,10.44,15.16,29.64,10.71,22.54
FGF8,fibroblast growth factor 8,1.96,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,0.00,1.73
FGF9,fibroblast growth factor 9,28.49,94.44,70.22,83.31,88.10,76.77,12.26,46.71,33.77,17.28,48.13,132.28,101.05,83.99,104.64,91.60,25.98,50.95,32.12,39.88
FGFBP1,fibroblast growth factor binding protein 1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,1.19,0.00
FGFBP2,fibroblast growth factor binding protein 2,36.35,96.59,89.12,50.42,189.80,107.68,1.63,29.19,32.71,8.64,15.47,89.05,53.26,43.02,226.87,90.45,4.87,18.53,45.21,10.40
FGFBP3,fibroblast growth factor binding protein 3,7.86,18.24,12.60,21.92,28.65,26.92,20.44,21.02,15.83,27.00,13.75,23.34,15.02,35.85,33.34,19.71,28.69,28.72,28.55,38.15
FGFR1,fibroblast growth factor receptor 1,195.51,225.38,62.12,338.71,200.55,375.87,691.57,336.33,563.50,348.80,222.60,210.96,51.89,381.05,159.27,382.65,562.38,275.11,435.44,211.54
FGFR1OP,FGFR1 oncogene partner,265.26,289.77,301.58,386.94,365.28,354.93,261.59,349.17,356.67,280.77,269.01,310.38,380.99,311.39,330.58,349.03,360.48,322.35,335.50,365.86
FGFR1OP2,FGFR1 oncogene partner 2,700.49,755.54,716.58,778.26,703.35,777.66,764.32,753.23,708.07,691.13,738.28,758.23,721.01,689.37,770.43,780.38,786.46,707.69,749.52,660.64
FGFR2,fibroblast growth factor receptor 2,4.91,4.29,2.70,5.48,22.92,2.99,1.63,8.17,1.06,4.32,0.00,0.86,1.37,6.15,17.59,2.32,7.58,17.60,0.00,3.47
FGFR3,fibroblast growth factor receptor 3,3.93,6.44,5.40,2.19,3.58,6.98,4.09,8.17,4.22,7.56,9.45,9.51,1.37,12.29,0.93,10.44,4.33,5.56,10.71,13.87
FGFR4,fibroblast growth factor receptor 4,16.70,10.73,20.71,10.96,8.59,12.96,4.90,12.85,7.39,28.08,12.89,10.37,30.04,4.10,5.56,9.28,2.17,12.97,4.76,20.81
FGFRL1,fibroblast growth factor receptor like 1,235.79,308.01,265.57,226.90,272.89,251.24,146.33,181.01,219.49,171.70,215.73,279.26,278.57,338.03,249.09,238.87,175.91,232.50,301.00,150.85
FGGY,FGGY carbohydrate kinase domain containing,42.25,47.22,51.31,32.88,47.99,44.86,77.66,26.86,67.54,42.12,50.71,25.07,54.62,46.09,30.56,47.54,89.85,47.24,59.49,31.21
FGL2,fibrinogen like 2,81.54,62.25,256.56,112.90,261.43,147.56,239.52,93.42,135.07,74.51,96.26,74.35,292.23,59.41,242.61,144.94,228.96,53.73,85.66,90.17
FGR,"FGR proto-oncogene, Src family tyrosine kinase",22.60,18.24,13.50,26.31,68.76,34.89,6.54,9.34,26.38,10.80,12.89,9.51,21.85,30.73,106.49,48.70,9.20,9.26,29.74,3.47
FH,fumarate hydratase,218.11,212.50,241.26,269.65,273.60,252.24,345.78,228.89,290.19,347.72,265.58,241.22,206.20,235.59,250.95,242.35,328.01,258.44,267.69,206.34
FHDC1,FH2 domain containing 1,2.95,9.66,2.70,3.29,1.43,1.00,5.72,1.17,4.22,5.40,6.88,12.97,2.73,8.19,2.78,6.96,3.25,1.85,3.57,3.47
FHIT,fragile histidine triad,619.93,150.25,415.90,101.94,153.27,164.50,108.72,123.79,202.61,255.93,676.40,166.00,467.02,206.91,173.16,128.71,125.57,129.68,239.13,452.56
FHL1,four and a half LIM domains 1,234.81,265.08,207.95,185.25,330.19,244.26,124.25,207.87,236.37,85.31,266.44,336.32,210.29,233.54,337.99,241.19,149.93,183.41,247.46,138.72
FHL2,four and a half LIM domains 2,15.72,16.10,21.61,10.96,21.49,17.95,23.71,15.18,18.99,22.68,11.17,8.65,25.95,18.44,15.74,33.63,28.15,17.60,17.85,27.74
FHL3,four and a half LIM domains 3,24.56,39.71,27.91,5.48,50.85,48.85,83.38,43.21,103.41,48.60,29.22,24.21,27.31,18.44,39.82,40.58,46.01,37.05,55.92,38.15
FHOD1,formin homology 2 domain containing 1,513.82,610.66,457.31,441.75,646.76,687.93,641.70,609.59,561.39,603.66,495.05,572.35,480.67,596.15,650.98,563.54,561.83,578.93,569.87,499.38
FHOD3,formin homology 2 domain containing 3,35.37,37.56,45.01,50.42,43.69,40.88,28.61,32.70,29.55,14.04,28.36,30.26,55.99,34.83,24.08,35.95,34.64,40.76,29.74,31.21
FIBCD1,fibrinogen C domain containing 1,0.00,5.37,0.90,4.38,2.86,1.00,0.00,1.17,5.28,1.08,3.44,11.24,1.37,3.07,0.93,1.16,0.00,2.78,8.33,6.94
FIBIN,fin bud initiation factor homolog (zebrafish),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94
FIBP,FGF1 intracellular binding protein,341.89,326.26,278.17,283.90,363.13,380.85,610.64,329.32,357.73,493.51,353.24,331.13,219.85,280.66,297.25,336.27,474.69,257.51,350.97,216.74
FICD,FIC domain containing,172.91,196.40,201.65,228.00,194.10,192.42,189.65,246.41,215.27,230.02,216.59,188.48,240.34,186.43,225.94,215.68,185.65,231.57,193.92,206.34
FIG4,FIG4 phosphoinositide 5-phosphatase,263.30,224.30,261.97,242.25,220.60,290.13,353.14,259.25,335.57,334.77,293.08,172.91,241.70,245.84,233.35,269.02,329.09,255.66,272.44,253.16
FIGF,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FIGN,"fidgetin, microtubule severing factor",0.00,0.00,0.00,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47
FIGNL1,fidgetin like 1,336.00,266.16,345.69,356.25,297.24,354.93,246.87,302.46,336.62,334.77,370.43,255.91,361.87,297.05,350.95,388.45,272.80,281.59,299.81,286.10
FILIP1,filamin A interacting protein 1,15.72,26.83,29.71,36.17,27.22,15.95,13.90,25.69,20.05,16.20,21.49,11.24,50.53,25.61,20.37,22.03,24.90,35.20,14.28,57.22
FILIP1L,filamin A interacting protein 1 like,140.49,164.20,183.65,110.71,103.14,104.68,234.61,78.24,122.41,114.47,110.01,168.59,293.59,164.92,134.27,124.07,214.34,119.49,91.61,185.53
FIP1L1,factor interacting with PAPOLA and CPSF1,836.07,924.04,836.31,821.01,828.69,941.17,888.58,841.98,877.96,885.51,830.25,860.25,737.40,784.63,849.14,862.71,929.90,818.84,836.37,768.14
FIS1,"fission, mitochondrial 1",356.63,391.72,306.98,329.94,340.21,405.78,470.04,398.22,376.72,449.23,324.88,371.77,263.55,344.17,325.95,338.59,394.04,391.82,365.24,260.09
FITM1,fat storage inducing transmembrane protein 1,14.74,18.24,16.20,21.92,16.47,9.97,9.81,23.36,25.33,18.36,12.89,25.94,15.02,17.41,8.33,17.39,19.49,12.97,19.04,38.15
FITM2,fat storage inducing transmembrane protein 2,202.39,189.96,260.17,233.48,189.80,219.34,188.02,230.06,225.82,203.02,207.13,222.19,284.03,214.08,187.98,230.75,223.54,300.12,187.98,237.55
FIZ1,FLT3 interacting zinc finger 1,108.07,130.93,108.93,82.21,165.45,122.63,116.08,115.61,120.30,104.75,105.71,122.77,75.11,132.14,112.97,93.92,89.31,111.16,101.13,109.24
FJX1,four jointed box 1,0.98,1.07,0.00,2.19,1.43,0.00,0.00,0.00,1.06,2.16,0.00,0.00,0.00,2.05,1.85,0.00,0.00,0.93,0.00,0.00
FKBP10,FK506 binding protein 10,5.89,15.03,7.20,6.58,10.74,3.99,6.54,12.85,1.06,1.08,12.03,12.97,4.10,0.00,1.85,10.44,2.17,8.34,3.57,8.67
FKBP11,FK506 binding protein 11,287.86,370.26,303.38,333.23,484.18,497.50,347.42,394.72,402.05,301.29,306.83,376.09,319.54,331.88,549.12,437.15,333.42,422.39,411.64,320.78
FKBP14,FK506 binding protein 14,63.86,69.76,93.62,97.56,78.07,74.77,92.37,74.74,69.65,73.43,110.01,61.38,80.57,87.07,85.19,95.08,119.08,88.92,58.30,79.76
FKBP1A,FK506 binding protein 1A,572.77,473.29,550.04,620.42,524.29,617.14,957.24,499.82,697.52,699.77,603.35,454.76,491.60,399.48,470.41,578.62,785.38,466.85,554.41,587.81
FKBP1B,FK506 binding protein 1B,4.91,8.59,4.50,4.38,7.88,6.98,4.09,12.85,4.22,2.16,1.72,4.32,10.92,10.24,10.19,9.28,2.71,5.56,0.00,3.47
FKBP2,FK506 binding protein 2,119.86,167.42,132.33,164.42,176.91,157.53,207.63,170.50,169.89,163.06,116.03,160.81,124.26,181.30,225.94,161.18,163.46,170.44,192.73,112.71
FKBP3,FK506 binding protein 3,331.09,378.85,396.10,457.09,357.40,327.02,429.98,336.33,385.16,294.81,351.52,394.24,400.11,344.17,350.03,394.25,470.90,347.36,411.64,423.08
FKBP4,FK506 binding protein 4,670.04,822.08,693.17,710.30,626.71,658.02,495.38,755.57,614.15,592.86,656.64,837.77,695.06,854.28,819.51,614.56,507.17,811.43,707.88,546.20
FKBP5,FK506 binding protein 5,1786.11,1274.98,1731.13,1308.79,1475.45,1588.22,1295.67,1640.76,1869.89,1494.57,1877.08,1394.55,1664.60,1418.68,1428.82,1593.23,1287.13,1649.73,1760.78,1839.73
FKBP6,FK506 binding protein 6,24.56,12.88,5.40,18.63,11.46,3.99,18.80,11.68,25.33,11.88,11.17,12.97,5.46,20.49,3.70,8.12,14.61,4.63,15.47,8.67
FKBP7,FK506 binding protein 7,14.74,15.03,14.40,4.38,12.89,8.97,8.17,8.17,9.50,10.80,7.74,16.43,9.56,2.05,23.15,15.07,11.91,9.26,11.90,6.94
FKBP8,FK506 binding protein 8,1736.00,1823.39,1293.62,1887.56,1813.51,1973.06,2178.53,1755.20,1771.75,1785.06,1549.62,1969.49,1276.79,2427.64,2028.86,1763.68,1581.58,1701.60,1808.37,1125.34
FKBP9,FK506 binding protein 9,23.58,19.32,29.71,9.87,23.64,26.92,10.63,30.36,29.55,24.84,30.94,10.37,35.50,16.39,25.00,26.67,20.03,32.42,22.60,58.95
FKBPL,FK506 binding protein like,37.33,25.76,28.81,30.69,31.51,25.92,37.60,22.19,20.05,12.96,32.66,18.16,15.02,22.54,46.30,25.51,33.02,29.64,23.79,5.20
FKRP,fukutin related protein,187.65,211.42,205.25,200.59,176.91,273.18,216.63,216.04,162.51,187.90,173.61,236.89,210.29,218.18,200.02,221.47,179.16,198.23,154.66,143.92
FKTN,fukutin,299.65,343.43,403.30,347.48,255.70,261.21,276.30,319.98,299.69,300.21,348.09,327.67,469.75,274.52,276.87,344.39,351.28,293.64,298.62,459.50
FLAD1,flavin adenine dinucleotide synthetase 1,472.56,445.38,372.69,436.26,424.01,404.78,447.97,470.62,428.43,451.39,400.51,422.78,390.55,501.92,493.56,417.44,412.45,508.54,455.66,351.99
FLCN,folliculin,1045.33,1124.73,1025.36,1051.20,1099.43,1214.34,1247.44,1337.13,1070.02,1166.28,1041.68,1059.10,1138.87,1285.52,976.93,1200.14,1291.46,1280.14,1048.14,1244.98
FLG,filaggrin,0.00,7.51,2.70,0.00,2.86,2.99,6.54,2.34,4.22,1.08,3.44,9.51,1.37,5.12,8.33,3.48,3.79,11.12,4.76,3.47
FLG2,filaggrin family member 2,0.00,0.00,0.90,0.00,0.72,0.00,0.82,0.00,0.00,0.00,0.00,0.86,1.37,1.02,0.00,0.00,0.00,0.00,0.00,0.00
FLI1,"Fli-1 proto-oncogene, ETS transcription factor",1488.42,1350.11,1424.16,1429.37,1735.44,1617.13,1598.95,1432.89,1669.39,1367.14,1411.25,1417.03,1338.24,1439.17,1634.39,1607.14,1664.94,1459.84,1663.22,1399.30
FLII,"FLII, actin remodeling protein",2220.35,2289.17,1838.26,2163.78,2594.21,2428.69,2875.00,2429.02,2466.10,2619.82,2100.54,2215.90,1653.68,2572.07,2727.07,2062.85,2411.34,2388.91,2331.84,1870.94
FLJ22184,NA,7.86,1.07,2.70,7.67,3.58,0.00,0.00,2.34,3.17,3.24,4.30,5.19,5.46,4.10,8.33,1.16,1.62,1.85,0.00,5.20
FLNA,filamin A,20156.07,17403.27,13596.10,14955.75,25149.26,25105.40,29096.61,16952.94,24457.36,21176.67,19063.04,16219.37,10330.38,17022.14,22131.37,18816.09,22101.00,15017.08,23488.56,15347.23
